Hierarchy	Name (location)	Time/Call	Samples	Calls	% Time
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab14StabilizerBaseC2Ev	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (stabilizer.cpp:507)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab14calcBlurrinessERKNS_3MatE	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (deblurring.cpp:139)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab15VideoFileSourceC2ERKSsb	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (frame_source.cpp:122)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab18InpaintingPipeline9setRadiusEi	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (inpainting.cpp:545)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab19NullOutlierRejector7processENS_5Size_IiEERKNS_11_InputArrayES6_RKNS_12_OutputArrayE	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (outlier_rejection.cpp:201)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab20WobbleSuppressorBaseC2Ev	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (wobble_suppression.cpp:155)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab27MotionStabilizationPipeline9stabilizeEiRKSt6vectorINS_3MatESaIS3_EESt4pairIiiEPS3_	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (motion_stabilizing.cpp:717)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab27SparsePyrLkOptFlowEstimator3runERKNS_11_InputArrayES4_S4_RKNS_12_OutputArrayES7_S7_	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (optical_flow.cpp:141)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZN2cv9videostab32estimateGlobalMotionLeastSquaresERKNS_12_OutputArrayES3_iPf	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (global_motion.cpp:825)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I__ZNK2cv9videostab18FastMarchingMethod5solveEiiii	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (fast_marching.cpp:143)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	_GLOBAL__sub_I_stabilizedFrames	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	__static_initialization_and_destruction_0(int, int) (videostab.cpp:562)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	__libc_csu_init (??:-1)	0ns	0	1	0
  +-	__gnu_cxx::new_allocator<cv::KeyPoint>::deallocate(cv::KeyPoint*, unsigned int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_deallocate(cv::KeyPoint*, unsigned int) (stl_vector.h:175)	0ns	0	1	0
  +-	__gnu_cxx::new_allocator<cv::Ptr<cv::videostab::InpainterBase> >::new_allocator()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	std::allocator<cv::Ptr<cv::videostab::InpainterBase> >::allocator() (allocator.h:104)	0ns	0	1	0
  +-	__gnu_cxx::new_allocator<cv::Ptr<cv::videostab::InpainterBase> >::~new_allocator()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	std::allocator<cv::Ptr<cv::videostab::InpainterBase> >::~allocator() (allocator.h:112)	0ns	0	1	0
  +-	__gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned int) (stl_vector.h:176)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::Ptr<cv::videostab::IFrameSource>::Ptr() (operations.hpp:2585)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I_stabilizedFrames (videostab.cpp:562)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab14StabilizerBaseC2Ev (stabilizer.cpp:507)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab15VideoFileSourceC2ERKSsb (frame_source.cpp:122)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab27MotionStabilizationPipeline9stabilizeEiRKSt6vectorINS_3MatESaIS3_EESt4pairIiiEPS3_ (motion_stabilizing.cpp:717)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab19NullOutlierRejector7processENS_5Size_IiEERKNS_11_InputArrayES6_RKNS_12_OutputArrayE (outlier_rejection.cpp:201)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZNK2cv9videostab18FastMarchingMethod5solveEiiii (fast_marching.cpp:143)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab32estimateGlobalMotionLeastSquaresERKNS_12_OutputArrayES3_iPf (global_motion.cpp:825)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab20WobbleSuppressorBaseC2Ev (wobble_suppression.cpp:155)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab11LogToStdout5printEPKcz (log.cpp:65)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab18InpaintingPipeline9setRadiusEi (inpainting.cpp:545)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab27SparsePyrLkOptFlowEstimator3runERKNS_11_InputArrayES4_S4_RKNS_12_OutputArrayES7_S7_ (optical_flow.cpp:141)	0ns	0	1	0
  +-	__static_initialization_and_destruction_0(int, int)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	_GLOBAL__sub_I__ZN2cv9videostab14calcBlurrinessERKNS_3MatE (deblurring.cpp:139)	0ns	0	1	0
  +-	bool __gnu_cxx::operator==<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > >(__gnu_cxx::__normal_iterator<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > > const&, __gnu_cxx::__normal_iterator<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > > const&)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  | | +-	std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::empty() const (stl_vector.h:715)	0ns	0	1	0
  | +-	children	0ns	0	2	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > >::base() const (stl_iterator.h:792)	0ns	0	2	0
  +-	cv::Mat::create(cv::Size_<int>, int)	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::Mat::create(int, int, int) (mat.hpp:348)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:271)	0ns	0	1	0
  +-	cv::Ptr<IMotionEstimatorBuilder>::operator->()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	main (videostab.cpp:458)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::DeblurerBase>::Ptr()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:57)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::DeblurerBase>::Ptr(cv::videostab::DeblurerBase*)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:62)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::DeblurerBase>::delete_obj()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::NullDeblurer::~NullDeblurer() (deblurring.hpp:87)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::DeblurerBase>::release() (operations.hpp:2604)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::DeblurerBase>::operator cv::videostab::DeblurerBase*()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::setUp(cv::Mat const&) (stabilizer.cpp:172)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::DeblurerBase>::operator=(cv::Ptr<cv::videostab::DeblurerBase> const&)	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::Ptr<cv::videostab::DeblurerBase>::release() (operations.hpp:2600)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::setDeblurer(cv::Ptr<cv::videostab::DeblurerBase>) (stabilizer.hpp:80)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::ILog>::Ptr()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:57)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::ILog>::Ptr(cv::videostab::ILog*)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:59)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::ILog>::delete_obj()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::LogToStdout::~LogToStdout() (log.hpp:66)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::ILog>::release() (operations.hpp:2604)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::ILog>::operator=(cv::Ptr<cv::videostab::ILog> const&)	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::Ptr<cv::videostab::ILog>::release() (operations.hpp:2600)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::setLog(cv::Ptr<cv::videostab::ILog>) (stabilizer.hpp:68)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::IOutlierRejector>::Ptr(cv::Ptr<cv::videostab::IOutlierRejector> const&)	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::Ptr<cv::videostab::IOutlierRejector>::addref() (operations.hpp:2597)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	MotionEstimatorRansacL2Builder::build() (videostab.cpp:229)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::IOutlierRejector>::addref()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::IOutlierRejector>::Ptr(cv::Ptr<cv::videostab::IOutlierRejector> const&) (operations.hpp:2622)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::Ptr()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:57)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::Ptr(cv::Ptr<cv::videostab::ImageMotionEstimatorBase> const&)	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::addref() (operations.hpp:2597)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::motionEstimator() const (stabilizer.hpp:78)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::addref()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::Ptr(cv::Ptr<cv::videostab::ImageMotionEstimatorBase> const&) (operations.hpp:2622)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::InpainterBase>::Ptr()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:57)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::InpainterBase>::operator cv::videostab::InpainterBase*()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::setUp(cv::Mat const&) (stabilizer.cpp:161)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::InpainterBase>::operator=(cv::Ptr<cv::videostab::InpainterBase> const&)	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::Ptr<cv::videostab::InpainterBase>::release() (operations.hpp:2600)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::setInpainter(cv::Ptr<cv::videostab::InpainterBase>) (stabilizer.hpp:92)	0ns	0	1	0
  +-	cv::Ptr<cv::videostab::MotionFilterBase>::Ptr()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::OnePassStabilizer::OnePassStabilizer() (stabilizer.cpp:255)	0ns	0	1	0
  +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::VideoFileSourceImpl(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  | | +-	cv::videostab::VideoFileSource::VideoFileSource(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) (frame_source.cpp:111)	0ns	0	1	0
  | +-	children	0ns	0	2	0
  |   +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::reset() (frame_source.cpp:67)	0ns	0	1	0
  |   +-	cv::videostab::IFrameSource::IFrameSource() (frame_source.hpp:55)	0ns	0	1	0
  +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::count()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::VideoFileSource::count() (frame_source.cpp:118)	0ns	0	1	0
  +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::fps()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::VideoFileSource::fps() (frame_source.cpp:119)	0ns	0	1	0
  +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::reset()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::VideoFileSourceImpl(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) (frame_source.cpp:65)	0ns	0	1	0
  +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::~VideoFileSourceImpl()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::IFrameSource::~IFrameSource() (frame_source.hpp:58)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::~VideoFileSourceImpl() (frame_source.cpp:61)	0ns	0	1	0
  +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::~VideoFileSourceImpl()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::~VideoFileSourceImpl() (frame_source.cpp:61)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::IFrameSource>::delete_obj() (operations.hpp:2613)	0ns	0	1	0
  +-	cv::videostab::DeblurerBase::DeblurerBase()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::NullDeblurer::NullDeblurer() (deblurring.hpp:87)	0ns	0	1	0
  +-	cv::videostab::DeblurerBase::~DeblurerBase()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::NullDeblurer::~NullDeblurer() (deblurring.hpp:87)	0ns	0	1	0
  +-	cv::videostab::ILog::ILog()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::LogToStdout::LogToStdout() (log.hpp:66)	0ns	0	1	0
  +-	cv::videostab::ILog::~ILog()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::LogToStdout::~LogToStdout() (log.hpp:66)	0ns	0	1	0
  +-	cv::videostab::InpaintingPipeline::InpaintingPipeline()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  | | +-	main (videostab.cpp:501)	0ns	0	1	0
  | +-	children	0ns	0	2	0
  |   +-	cv::videostab::InpainterBase::InpainterBase() (inpainting.hpp:61)	0ns	0	1	0
  |   +-	std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::vector() (stl_vector.h:246)	0ns	0	1	0
  +-	cv::videostab::InpaintingPipeline::empty() const	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::empty() const (stl_vector.h:714)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	main (videostab.cpp:523)	0ns	0	1	0
  +-	cv::videostab::InpaintingPipeline::~InpaintingPipeline()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::InpaintingPipeline::~InpaintingPipeline() (inpainting.hpp:105)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::InpainterBase>::delete_obj() (operations.hpp:2613)	0ns	0	1	0
  +-	cv::videostab::InpaintingPipeline::~InpaintingPipeline()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  | | +-	cv::videostab::InpaintingPipeline::~InpaintingPipeline() (inpainting.hpp:105)	0ns	0	1	0
  | +-	children	0ns	0	2	0
  |   +-	cv::videostab::InpainterBase::~InpainterBase() (inpainting.hpp:65)	0ns	0	1	0
  |   +-	std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::~vector() (stl_vector.h:402)	0ns	0	1	0
  +-	cv::videostab::LogToStdout::LogToStdout()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::ILog::ILog() (log.hpp:53)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:59)	0ns	0	1	0
  +-	cv::videostab::LogToStdout::~LogToStdout()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::ILog::~ILog() (log.hpp:56)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::LogToStdout::~LogToStdout() (log.hpp:66)	0ns	0	1	0
  +-	cv::videostab::LogToStdout::~LogToStdout()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::LogToStdout::~LogToStdout() (log.hpp:66)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::ILog>::delete_obj() (operations.hpp:2613)	0ns	0	1	0
  +-	cv::videostab::MotionEstimatorRansacL2::ransacParams() const	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	MotionEstimatorRansacL2Builder::build() (videostab.cpp:197)	0ns	0	1	0
  +-	cv::videostab::NullDeblurer::NullDeblurer()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::DeblurerBase::DeblurerBase() (deblurring.hpp:59)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:62)	0ns	0	1	0
  +-	cv::videostab::NullDeblurer::~NullDeblurer()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::NullDeblurer::~NullDeblurer() (deblurring.hpp:87)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::DeblurerBase>::delete_obj() (operations.hpp:2613)	0ns	0	1	0
  +-	cv::videostab::NullDeblurer::~NullDeblurer()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::DeblurerBase::~DeblurerBase() (deblurring.hpp:61)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::NullDeblurer::~NullDeblurer() (deblurring.hpp:87)	0ns	0	1	0
  +-	cv::videostab::NullFrameSource::NullFrameSource()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::IFrameSource::IFrameSource() (frame_source.hpp:55)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:60)	0ns	0	1	0
  +-	cv::videostab::NullFrameSource::~NullFrameSource()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::IFrameSource::~IFrameSource() (frame_source.hpp:58)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::NullFrameSource::~NullFrameSource() (frame_source.hpp:63)	0ns	0	1	0
  +-	cv::videostab::NullFrameSource::~NullFrameSource()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::NullFrameSource::~NullFrameSource() (frame_source.hpp:63)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::IFrameSource>::delete_obj() (operations.hpp:2613)	0ns	0	1	0
  +-	cv::videostab::NullInpainter::NullInpainter()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::InpainterBase::InpainterBase() (inpainting.hpp:61)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:63)	0ns	0	1	0
  +-	cv::videostab::NullInpainter::~NullInpainter()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::InpainterBase::~InpainterBase() (inpainting.hpp:65)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::videostab::NullInpainter::~NullInpainter() (inpainting.hpp:99)	0ns	0	1	0
  +-	cv::videostab::NullInpainter::~NullInpainter()	0ns	0	1	0
  | +-	children	0ns	0	1	0
  | | +-	cv::videostab::NullInpainter::~NullInpainter() (inpainting.hpp:99)	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::InpainterBase>::delete_obj() (operations.hpp:2613)	0ns	0	1	0
  +-	cv::videostab::OnePassStabilizer::OnePassStabilizer()	0ns	0	1	0
  | +-	parents	0ns	0	1	0
  | | +-	main (videostab.cpp:449)	0ns	0	1	0
  | +-	children	0ns	0	8	0
  |   +-	cv::Ptr<cv::videostab::MotionFilterBase>::Ptr() (operations.hpp:2585)	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::MotionFilterBase>::Ptr(cv::videostab::MotionFilterBase*) (operations.hpp:2586)	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::MotionFilterBase>::~Ptr() (operations.hpp:2616)	0ns	0	1	0
